PMCTS full,PMCTS Playout,MCTS full play,MCTS Playout,AB full play,MC vs PMC,PMC vs AB,MC vs AB,Playouts,Language
0.137866684,9.74E-05,NA,NA,0.003904164,NA,AB,NA,5,Julia
0.082720255,9.04E-05,NA,NA,0.002641746,NA,AB,NA,5,Julia
0.08166647,9.02E-05,NA,NA,0.00266099,NA,AB,NA,5,Julia
0.0819584,9.02E-05,NA,NA,0.00272506,NA,AB,NA,5,Julia
0.150611613,0.000102426,NA,NA,0.010031501,NA,AB,NA,5,Julia
0.152213158,0.000102825,NA,NA,0.010344571,NA,AB,NA,5,Julia
0.14978119,0.000103445,NA,NA,0.010673829,NA,AB,NA,5,Julia
0.099008601,9.99E-05,NA,NA,0.006910086,NA,AB,NA,5,Julia
0.098952668,0.00010037,NA,NA,0.007120805,NA,AB,NA,5,Julia
0.242864946,0.000129061,NA,NA,0.003462602,NA,PMC,NA,5,Julia
0.247605349,0.000130251,NA,NA,0.003586267,NA,PMC,NA,5,Julia
0.104353214,9.32E-05,NA,NA,0.002123512,NA,AB,NA,5,Julia
0.102537513,9.27E-05,NA,NA,0.002164509,NA,AB,NA,5,Julia
0.11643311,7.30E-05,NA,NA,0.003009755,NA,PMC,NA,5,Julia
0.111386105,7.23E-05,NA,NA,0.003117246,NA,PMC,NA,5,Julia
0.105461112,6.93E-05,NA,NA,0.001491826,NA,AB,NA,5,Julia
0.104775641,6.87E-05,NA,NA,0.001509437,NA,AB,NA,5,Julia
NA,NA,0.079839349,6.99E-05,0.00331882,NA,NA,AB,5,Julia
NA,NA,0.076405825,6.75E-05,0.003402012,NA,NA,AB,5,Julia
NA,NA,0.080060354,6.92E-05,0.003232528,NA,NA,AB,5,Julia
NA,NA,0.076555535,6.67E-05,0.003313942,NA,NA,AB,5,Julia
NA,NA,0.079637681,6.93E-05,0.003384278,NA,NA,AB,5,Julia
NA,NA,0.076182922,6.68E-05,0.003468982,NA,NA,AB,5,Julia
NA,NA,0.080067379,7.00E-05,0.003408596,NA,NA,AB,5,Julia
NA,NA,0.076708882,6.76E-05,0.003458823,NA,NA,MC,5,Julia
NA,NA,0.079660228,6.94E-05,0.003331341,NA,NA,AB,5,Julia
NA,NA,0.076312842,6.70E-05,0.003379124,NA,NA,AB,5,Julia
NA,NA,0.079383731,6.94E-05,0.003422786,NA,NA,AB,5,Julia
NA,NA,0.076250553,6.72E-05,0.003508593,NA,NA,AB,5,Julia
NA,NA,0.07953975,6.95E-05,0.003360378,NA,NA,AB,5,Julia
NA,NA,0.07605913,6.69E-05,0.003409071,NA,NA,AB,5,Julia
NA,NA,0.079006595,6.85E-05,0.003245724,NA,NA,AB,5,Julia
NA,NA,0.075717273,6.61E-05,0.003289946,NA,NA,MC,5,Julia
NA,NA,0.078652603,6.88E-05,0.00323497,NA,NA,AB,5,Julia
NA,NA,0.075454765,6.65E-05,0.003279993,NA,NA,AB,5,Julia
NA,NA,0.078906562,6.87E-05,0.003363034,NA,NA,AB,5,Julia
NA,NA,0.075297347,6.61E-05,0.003447448,NA,NA,AB,5,Julia
NA,NA,0.079264837,6.92E-05,0.003288738,NA,NA,AB,5,Julia
NA,NA,0.075887512,6.68E-05,0.003334863,NA,NA,AB,5,Julia
NA,NA,0.079209251,6.90E-05,0.003295191,NA,NA,AB,5,Julia
NA,NA,0.075858566,6.66E-05,0.003376884,NA,NA,AB,5,Julia
NA,NA,0.078162014,6.83E-05,0.003184853,NA,NA,AB,5,Julia
NA,NA,0.074835451,6.59E-05,0.003227285,NA,NA,AB,5,Julia
NA,NA,0.079229576,6.94E-05,0.003290982,NA,NA,MC,5,Julia
NA,NA,0.075958296,6.71E-05,0.003372797,NA,NA,MC,5,Julia
NA,NA,0.080028457,6.94E-05,0.003142242,NA,NA,MC,5,Julia
NA,NA,0.076603466,6.69E-05,0.00321791,NA,NA,AB,5,Julia
NA,NA,0.07866833,6.87E-05,0.003255441,NA,NA,AB,5,Julia
NA,NA,0.075328836,6.63E-05,0.003336132,NA,NA,AB,5,Julia
NA,NA,0.079884768,6.94E-05,0.003311248,NA,NA,AB,5,Julia
NA,NA,0.076384765,6.69E-05,0.003393522,NA,NA,AB,5,Julia
NA,NA,0.078879399,6.86E-05,0.003271128,NA,NA,AB,5,Julia
NA,NA,0.075801108,6.64E-05,0.003356627,NA,NA,AB,5,Julia
NA,NA,0.078194576,6.84E-05,0.003115769,NA,NA,AB,5,Julia
NA,NA,0.075005876,6.61E-05,0.003191003,NA,NA,MC,5,Julia
NA,NA,0.078987667,6.93E-05,0.00325905,NA,NA,AB,5,Julia
NA,NA,0.075813885,6.71E-05,0.003340168,NA,NA,AB,5,Julia
0.628837224,0.000418907,0.627546746,0.000558804,NA,MC,NA,NA,5,Python
0.628837224,0.000418907,0.627546746,0.000558804,NA,MC,NA,NA,5,Python
0.522689239,0.00043847,0.682885121,0.000607824,NA,MC,NA,NA,5,Python
0.522689239,0.00043847,0.682885121,0.000607824,NA,MC,NA,NA,5,Python
0.356756568,0.000364553,0.592445365,0.000504366,NA,MC,NA,NA,5,Python
0.356756568,0.000364553,0.592445365,0.000504366,NA,MC,NA,NA,5,Python
0.356756568,0.000364553,0.592445365,0.000504366,NA,MC,NA,NA,5,Python
0.6138232,0.000409721,0.673560438,0.000557401,NA,MC,NA,NA,5,Python
0.6138232,0.000409721,0.673560438,0.000557401,NA,MC,NA,NA,5,Python
0.596209915,0.000431803,0.684693838,0.000606529,NA,MC,NA,NA,5,Python
0.596209915,0.000431803,0.684693838,0.000606529,NA,MC,NA,NA,5,Python
0.52962333,0.000496059,0.620982078,0.000749426,NA,MC,NA,NA,5,Python
0.52962333,0.000496059,0.620982078,0.000749426,NA,MC,NA,NA,5,Python
0.845803714,0.000467945,1.083589145,0.000731155,NA,PMC,NA,NA,5,Python
0.845803714,0.000467945,1.083589145,0.000731155,NA,PMC,NA,NA,5,Python
0.801519863,0.000516572,0.795780659,0.000670535,NA,MC,NA,NA,5,Python
0.801519863,0.000516572,0.795780659,0.000670535,NA,MC,NA,NA,5,Python
1.025032208,0.000667628,1.126633323,0.000814425,NA,MC,NA,NA,5,Python
1.025032208,0.000667628,1.126633323,0.000814425,NA,MC,NA,NA,5,Python
1.025032208,0.000667628,1.126633323,0.000814425,NA,MC,NA,NA,5,Python
0.587975913,0.00041512,0.773804232,0.000573633,NA,MC,NA,NA,5,Python
0.587975913,0.00041512,0.773804232,0.000573633,NA,MC,NA,NA,5,Python
0.545629144,0.000419199,0.585781617,0.000617247,NA,PMC,NA,NA,5,Python
0.545629144,0.000419199,0.585781617,0.000617247,NA,PMC,NA,NA,5,Python
0.517622043,0.000424603,0.630572557,0.000576505,NA,MC,NA,NA,5,Python
0.517622043,0.000424603,0.630572557,0.000576505,NA,MC,NA,NA,5,Python
0.517622043,0.000424603,0.630572557,0.000576505,NA,MC,NA,NA,5,Python
0.897421007,0.000668745,1.264031542,0.000775572,NA,MC,NA,NA,5,Python
0.897421007,0.000668745,1.264031542,0.000775572,NA,MC,NA,NA,5,Python
0.641080096,0.000604364,0.9445069,0.000857109,NA,MC,NA,NA,5,Python
0.641080096,0.000604364,0.9445069,0.000857109,NA,MC,NA,NA,5,Python
0.641080096,0.000604364,0.9445069,0.000857109,NA,MC,NA,NA,5,Python
0.594246642,0.000424305,0.829494178,0.000574771,NA,PMC,NA,NA,5,Python
0.594246642,0.000424305,0.829494178,0.000574771,NA,PMC,NA,NA,5,Python
0.594246642,0.000424305,0.829494178,0.000574771,NA,MC,NA,NA,5,Python
0.39159739,0.000411018,0.710165117,0.00052914,NA,PMC,NA,NA,5,Python
0.39159739,0.000411018,0.710165117,0.00052914,NA,PMC,NA,NA,5,Python
0.760660164,0.000520198,0.702048992,0.000702996,NA,MC,NA,NA,5,Python
0.760660164,0.000520198,0.702048992,0.000702996,NA,MC,NA,NA,5,Python
0.473521113,0.000416409,0.784735892,0.000644866,NA,MC,NA,NA,5,Python
0.473521113,0.000416409,0.784735892,0.000644866,NA,MC,NA,NA,5,Python
0.473521113,0.000416409,0.784735892,0.000644866,NA,MC,NA,NA,5,Python
0.473521113,0.000416409,0.784735892,0.000644866,NA,MC,NA,NA,5,Python
0.473521113,0.000416409,0.784735892,0.000644866,NA,MC,NA,NA,5,Python
1.23528235,0.000751053,1.522046418,0.001051585,NA,PMC,NA,NA,5,Python
1.23528235,0.000751053,1.522046418,0.001051585,NA,PMC,NA,NA,5,Python
1.23528235,0.000751053,1.522046418,0.001051585,NA,MC,NA,NA,5,Python
0.534935519,0.000425424,0.574382552,0.000535546,NA,MC,NA,NA,5,Python
0.534935519,0.000425424,0.574382552,0.000535546,NA,MC,NA,NA,5,Python
0.688084364,0.000489539,NA,NA,0.020876622,NA,AB,NA,5,Python
0.688084364,0.000489539,NA,NA,0.020876622,NA,AB,NA,5,Python
0.584329025,0.000456687,NA,NA,0.027943635,NA,AB,NA,5,Python
0.584329025,0.000456687,NA,NA,0.027943635,NA,AB,NA,5,Python
0.950136061,0.000572168,NA,NA,0.026502403,NA,AB,NA,5,Python
0.950136061,0.000572168,NA,NA,0.026502403,NA,AB,NA,5,Python
0.749249768,0.000543611,NA,NA,0.023843924,NA,AB,NA,5,Python
0.749249768,0.000543611,NA,NA,0.023843924,NA,AB,NA,5,Python
0.606518244,0.000439184,NA,NA,0.018680226,NA,AB,NA,5,Python
0.606518244,0.000439184,NA,NA,0.018680226,NA,AB,NA,5,Python
0.606518244,0.000439184,NA,NA,0.018680226,NA,AB,NA,5,Python
0.701120279,0.000488776,NA,NA,0.01795675,NA,AB,NA,5,Python
0.701120279,0.000488776,NA,NA,0.01795675,NA,AB,NA,5,Python
0.796728206,0.000636643,NA,NA,0.031084029,NA,AB,NA,5,Python
0.796728206,0.000636643,NA,NA,0.031084029,NA,AB,NA,5,Python
0.635143658,0.000518076,NA,NA,0.036234856,NA,AB,NA,5,Python
0.635143658,0.000518076,NA,NA,0.036234856,NA,AB,NA,5,Python
0.481591431,0.00041526,NA,NA,0.01730601,NA,AB,NA,5,Python
0.481591431,0.00041526,NA,NA,0.01730601,NA,AB,NA,5,Python
0.567285938,0.000444952,NA,NA,0.019837236,NA,AB,NA,5,Python
0.567285938,0.000444952,NA,NA,0.019837236,NA,AB,NA,5,Python
0.713569943,0.000570586,NA,NA,0.022019362,NA,AB,NA,5,Python
0.713569943,0.000570586,NA,NA,0.022019362,NA,AB,NA,5,Python
0.536123276,0.000393301,NA,NA,0.030493331,NA,AB,NA,5,Python
0.536123276,0.000393301,NA,NA,0.030493331,NA,AB,NA,5,Python
0.709420069,0.000544511,NA,NA,0.022655074,NA,AB,NA,5,Python
0.709420069,0.000544511,NA,NA,0.022655074,NA,AB,NA,5,Python
0.740531429,0.000528099,NA,NA,0.025232943,NA,AB,NA,5,Python
0.740531429,0.000528099,NA,NA,0.025232943,NA,AB,NA,5,Python
0.61667342,0.000529414,NA,NA,0.022722046,NA,AB,NA,5,Python
0.61667342,0.000529414,NA,NA,0.022722046,NA,AB,NA,5,Python
0.687753407,0.000545438,NA,NA,0.03458581,NA,AB,NA,5,Python
0.687753407,0.000545438,NA,NA,0.03458581,NA,AB,NA,5,Python
0.858814081,0.00057878,NA,NA,0.013558793,NA,AB,NA,5,Python
0.858814081,0.00057878,NA,NA,0.013558793,NA,AB,NA,5,Python
0.797498012,0.000550491,NA,NA,0.028719147,NA,AB,NA,5,Python
0.797498012,0.000550491,NA,NA,0.028719147,NA,AB,NA,5,Python
0.598246098,0.000365305,NA,NA,0.020325947,NA,PMC,NA,5,Python
0.598246098,0.000365305,NA,NA,0.020325947,NA,PMC,NA,5,Python
0.511522404,0.000364655,NA,NA,0.027833096,NA,AB,NA,5,Python
0.511522404,0.000364655,NA,NA,0.027833096,NA,AB,NA,5,Python
NA,NA,0.42755545,0.000498437,0.014600915,NA,NA,AB,5,Python
NA,NA,0.42755545,0.000498437,0.014600915,NA,NA,AB,5,Python
NA,NA,0.42755545,0.000498437,0.014600915,NA,NA,AB,5,Python
NA,NA,0.428637334,0.000500186,0.015552859,NA,NA,AB,5,Python
NA,NA,0.428637334,0.000500186,0.015552859,NA,NA,AB,5,Python
NA,NA,0.428637334,0.000500186,0.015552859,NA,NA,AB,5,Python
NA,NA,0.428699442,0.000499367,0.01510717,NA,NA,AB,5,Python
NA,NA,0.428699442,0.000499367,0.01510717,NA,NA,AB,5,Python
NA,NA,0.428699442,0.000499367,0.01510717,NA,NA,AB,5,Python
NA,NA,0.432349001,0.000502202,0.015488132,NA,NA,AB,5,Python
NA,NA,0.432349001,0.000502202,0.015488132,NA,NA,AB,5,Python
NA,NA,0.432349001,0.000502202,0.015488132,NA,NA,AB,5,Python
NA,NA,0.429016105,0.000498798,0.015006396,NA,NA,AB,5,Python
NA,NA,0.429016105,0.000498798,0.015006396,NA,NA,AB,5,Python
NA,NA,0.429016105,0.000498798,0.015006396,NA,NA,AB,5,Python
NA,NA,0.43270708,0.00049994,0.014832973,NA,NA,AB,5,Python
NA,NA,0.43270708,0.00049994,0.014832973,NA,NA,AB,5,Python
NA,NA,0.43270708,0.00049994,0.014832973,NA,NA,AB,5,Python
NA,NA,0.430763313,0.000498498,0.014896639,NA,NA,AB,5,Python
NA,NA,0.430763313,0.000498498,0.014896639,NA,NA,AB,5,Python
NA,NA,0.430763313,0.000498498,0.014896639,NA,NA,AB,5,Python
NA,NA,0.42752191,0.000494447,0.014758987,NA,NA,AB,5,Python
NA,NA,0.42752191,0.000494447,0.014758987,NA,NA,AB,5,Python
NA,NA,0.42752191,0.000494447,0.014758987,NA,NA,AB,5,Python
NA,NA,0.420796479,0.000493168,0.015472843,NA,NA,AB,5,Python
NA,NA,0.420796479,0.000493168,0.015472843,NA,NA,AB,5,Python
NA,NA,0.420796479,0.000493168,0.015472843,NA,NA,AB,5,Python
NA,NA,0.427570862,0.000505577,0.014962912,NA,NA,AB,5,Python
NA,NA,0.427570862,0.000505577,0.014962912,NA,NA,AB,5,Python
NA,NA,0.427570862,0.000505577,0.014962912,NA,NA,AB,5,Python
NA,NA,0.42823582,0.000499996,0.014349176,NA,NA,AB,5,Python
NA,NA,0.42823582,0.000499996,0.014349176,NA,NA,AB,5,Python
NA,NA,0.42823582,0.000499996,0.014349176,NA,NA,AB,5,Python
NA,NA,0.42137484,0.000492111,0.014981616,NA,NA,AB,5,Python
NA,NA,0.42137484,0.000492111,0.014981616,NA,NA,AB,5,Python
NA,NA,0.42137484,0.000492111,0.014981616,NA,NA,AB,5,Python
NA,NA,0.428391593,0.000500047,0.014747935,NA,NA,AB,5,Python
NA,NA,0.428391593,0.000500047,0.014747935,NA,NA,AB,5,Python
NA,NA,0.428391593,0.000500047,0.014747935,NA,NA,AB,5,Python
NA,NA,0.425738471,0.000497116,0.015022655,NA,NA,AB,5,Python
NA,NA,0.425738471,0.000497116,0.015022655,NA,NA,AB,5,Python
NA,NA,0.425738471,0.000497116,0.015022655,NA,NA,AB,5,Python
NA,NA,0.430894622,0.000503395,0.01466315,NA,NA,AB,5,Python
NA,NA,0.430894622,0.000503395,0.01466315,NA,NA,AB,5,Python
NA,NA,0.430894622,0.000503395,0.01466315,NA,NA,AB,5,Python
NA,NA,0.427162417,0.000503992,0.014954136,NA,NA,AB,5,Python
NA,NA,0.427162417,0.000503992,0.014954136,NA,NA,AB,5,Python
NA,NA,0.427162417,0.000503992,0.014954136,NA,NA,AB,5,Python
NA,NA,0.423072244,0.000498127,0.01457635,NA,NA,AB,5,Python
NA,NA,0.423072244,0.000498127,0.01457635,NA,NA,AB,5,Python
NA,NA,0.423072244,0.000498127,0.01457635,NA,NA,AB,5,Python
NA,NA,0.430660776,0.000504777,0.015419168,NA,NA,AB,5,Python
NA,NA,0.430660776,0.000504777,0.015419168,NA,NA,AB,5,Python
NA,NA,0.430660776,0.000504777,0.015419168,NA,NA,AB,5,Python
NA,NA,0.427295387,0.0004995,0.014741013,NA,NA,AB,5,Python
NA,NA,0.427295387,0.0004995,0.014741013,NA,NA,AB,5,Python
NA,NA,0.427295387,0.0004995,0.014741013,NA,NA,AB,5,Python
NA,NA,0.426989036,0.000499434,0.014639585,NA,NA,AB,5,Python
NA,NA,0.426989036,0.000499434,0.014639585,NA,NA,AB,5,Python
NA,NA,0.426989036,0.000499434,0.014639585,NA,NA,AB,5,Python
0.208491835,6.30E-05,0.224036932,6.48E-05,NA,PMC,NA,NA,10,Julia
0.209853419,6.26E-05,0.220118971,6.28E-05,NA,PMC,NA,NA,10,Julia
0.246443658,7.58E-05,0.242673618,7.16E-05,NA,MC,NA,NA,10,Julia
0.248196866,7.54E-05,0.24813907,6.88E-05,NA,MC,NA,NA,10,Julia
0.250437949,8.25E-05,0.230547803,7.51E-05,NA,MC,NA,NA,10,Julia
0.253009549,8.26E-05,0.227167174,7.38E-05,NA,MC,NA,NA,10,Julia
0.254343831,8.28E-05,0.228258601,7.43E-05,NA,MC,NA,NA,10,Julia
0.30261514,0.000106175,0.359542634,0.000106673,NA,MC,NA,NA,10,Julia
0.295861218,0.00010378,0.326288815,9.18E-05,NA,MC,NA,NA,10,Julia
0.366748545,0.000106774,0.259957595,9.54E-05,NA,MC,NA,NA,10,Julia
0.365344873,0.000104112,0.232060627,8.60E-05,NA,MC,NA,NA,10,Julia
0.298948485,8.31E-05,0.211985111,8.27E-05,NA,MC,NA,NA,10,Julia
0.30280774,8.31E-05,0.207460844,8.16E-05,NA,MC,NA,NA,10,Julia
0.431082973,0.000137445,0.499916111,0.000129698,NA,MC,NA,NA,10,Julia
0.419384342,0.000132809,0.500870502,0.000120737,NA,MC,NA,NA,10,Julia
0.242951854,7.48E-05,0.207181232,7.36E-05,NA,PMC,NA,NA,10,Julia
0.243699891,7.47E-05,0.208201285,7.12E-05,NA,PMC,NA,NA,10,Julia
0.266686834,8.24E-05,0.205348892,8.10E-05,NA,MC,NA,NA,10,Julia
0.269173597,8.23E-05,0.199702704,7.94E-05,NA,MC,NA,NA,10,Julia
0.149500067,6.75E-05,0.151320806,6.60E-05,NA,PMC,NA,NA,10,Julia
0.148440256,6.71E-05,0.14272727,6.34E-05,NA,MC,NA,NA,10,Julia
0.149287939,6.67E-05,0.142377496,6.33E-05,NA,MC,NA,NA,10,Julia
0.21712179,6.86E-05,0.25528729,7.13E-05,NA,MC,NA,NA,10,Julia
0.216495522,6.81E-05,0.257849234,6.92E-05,NA,PMC,NA,NA,10,Julia
0.249256192,6.91E-05,0.232605747,6.86E-05,NA,MC,NA,NA,10,Julia
0.251808499,6.88E-05,0.230107272,6.65E-05,NA,MC,NA,NA,10,Julia
0.213949868,6.71E-05,0.174965484,6.50E-05,NA,PMC,NA,NA,10,Julia
0.213504465,6.66E-05,0.174989789,6.24E-05,NA,PMC,NA,NA,10,Julia
0.205027983,6.70E-05,0.201484689,6.81E-05,NA,MC,NA,NA,10,Julia
0.206043269,6.66E-05,0.198185241,6.64E-05,NA,MC,NA,NA,10,Julia
0.21149345,7.14E-05,0.212203886,6.93E-05,NA,MC,NA,NA,10,Julia
0.21274526,7.12E-05,0.207771354,6.67E-05,NA,MC,NA,NA,10,Julia
0.179476678,6.45E-05,0.167198837,5.91E-05,NA,PMC,NA,NA,10,Julia
0.179383861,6.40E-05,0.160971792,5.69E-05,NA,MC,NA,NA,10,Julia
0.192020063,6.57E-05,0.206835703,6.85E-05,NA,PMC,NA,NA,10,Julia
0.191979025,6.50E-05,0.203265474,6.65E-05,NA,PMC,NA,NA,10,Julia
0.223021787,6.74E-05,0.168599018,6.41E-05,NA,MC,NA,NA,10,Julia
0.224589825,6.70E-05,0.164183378,6.22E-05,NA,MC,NA,NA,10,Julia
0.229867113,7.40E-05,0.188423523,7.02E-05,NA,MC,NA,NA,10,Julia
0.229652711,7.37E-05,0.181398392,6.83E-05,NA,MC,NA,NA,10,Julia
0.360809105,0.000113592,0.346355651,0.000100412,NA,MC,NA,NA,10,Julia
0.367109157,0.000114729,0.348500905,9.89E-05,NA,MC,NA,NA,10,Julia
0.204545975,6.56E-05,NA,NA,0.086146527,NA,PMC,NA,10,Julia
0.200235103,6.39E-05,NA,NA,0.088595825,NA,AB,NA,10,Julia
0.19337086,6.49E-05,NA,NA,0.022775071,NA,AB,NA,10,Julia
0.193267047,6.42E-05,NA,NA,0.02230525,NA,AB,NA,10,Julia
0.212067185,6.99E-05,NA,NA,0.104532842,NA,AB,NA,10,Julia
0.210953457,6.94E-05,NA,NA,0.107909467,NA,AB,NA,10,Julia
0.19901759,6.48E-05,NA,NA,0.042565033,NA,AB,NA,10,Julia
0.197044321,6.40E-05,NA,NA,0.043942358,NA,AB,NA,10,Julia
0.23627609,6.96E-05,NA,NA,0.0228894,NA,AB,NA,10,Julia
0.23577042,6.89E-05,NA,NA,0.02359971,NA,AB,NA,10,Julia
0.195176959,7.16E-05,NA,NA,0.25296518,NA,AB,NA,10,Julia
0.195142799,7.11E-05,NA,NA,0.260539893,NA,AB,NA,10,Julia
0.195532652,7.06E-05,NA,NA,0.26887376,NA,AB,NA,10,Julia
0.1972297,7.59E-05,NA,NA,0.055662558,NA,AB,NA,10,Julia
0.191461228,7.52E-05,NA,NA,0.056281745,NA,PMC,NA,10,Julia
0.287679366,8.46E-05,NA,NA,0.208968469,NA,AB,NA,10,Julia
0.288922486,8.45E-05,NA,NA,0.216300461,NA,AB,NA,10,Julia
0.188161254,7.37E-05,NA,NA,0.144124738,NA,PMC,NA,10,Julia
0.188077273,7.33E-05,NA,NA,0.14788732,NA,AB,NA,10,Julia
0.186609708,7.30E-05,NA,NA,0.152347854,NA,AB,NA,10,Julia
0.314903177,7.73E-05,NA,NA,0.096250814,NA,AB,NA,10,Julia
0.31739315,7.70E-05,NA,NA,0.099545692,NA,AB,NA,10,Julia
0.161841818,7.50E-05,NA,NA,0.054838345,NA,AB,NA,10,Julia
0.159733189,7.43E-05,NA,NA,0.055287285,NA,AB,NA,10,Julia
0.223848309,7.72E-05,NA,NA,0.581248705,NA,AB,NA,10,Julia
0.222246488,7.67E-05,NA,NA,0.600781391,NA,AB,NA,10,Julia
0.220846442,7.60E-05,NA,NA,0.621630711,NA,PMC,NA,10,Julia
0.223861168,7.77E-05,NA,NA,0.924196671,NA,AB,NA,10,Julia
0.22199004,7.70E-05,NA,NA,0.957095802,NA,AB,NA,10,Julia
0.211848333,7.54E-05,NA,NA,0.193230563,NA,AB,NA,10,Julia
0.209409714,7.46E-05,NA,NA,0.199738443,NA,AB,NA,10,Julia
0.148016272,7.34E-05,NA,NA,0.090429635,NA,AB,NA,10,Julia
0.144366401,7.29E-05,NA,NA,0.093253051,NA,AB,NA,10,Julia
0.358465254,0.00010265,NA,NA,0.359123912,NA,AB,NA,10,Julia
0.360677684,0.000102575,NA,NA,0.371806656,NA,AB,NA,10,Julia
0.292320873,9.26E-05,NA,NA,0.48581638,NA,AB,NA,10,Julia
0.294189736,9.29E-05,NA,NA,0.503095286,NA,AB,NA,10,Julia
0.342066714,9.03E-05,NA,NA,0.052150088,NA,AB,NA,10,Julia
0.344754767,9.02E-05,NA,NA,0.053970054,NA,AB,NA,10,Julia
0.220067121,7.90E-05,NA,NA,0.088484492,NA,AB,NA,10,Julia
0.218085216,7.84E-05,NA,NA,0.091668359,NA,AB,NA,10,Julia
0.212269554,7.77E-05,NA,NA,0.094624418,NA,AB,NA,10,Julia
0.271517079,0.000100112,NA,NA,0.602442232,NA,AB,NA,10,Julia
0.271873747,0.000100413,NA,NA,0.623267404,NA,AB,NA,10,Julia
NA,NA,0.194505009,6.73E-05,0.062550364,NA,NA,AB,10,Julia
NA,NA,0.189650817,6.50E-05,0.064605772,NA,NA,AB,10,Julia
NA,NA,0.1886255,6.49E-05,0.060551364,NA,NA,AB,10,Julia
NA,NA,0.183907006,6.28E-05,0.062607246,NA,NA,AB,10,Julia
NA,NA,0.1881949,6.48E-05,0.06102714,NA,NA,AB,10,Julia
NA,NA,0.183862984,6.28E-05,0.063028021,NA,NA,AB,10,Julia
NA,NA,0.190841634,6.54E-05,0.061799806,NA,NA,AB,10,Julia
NA,NA,0.186157346,6.32E-05,0.063792271,NA,NA,AB,10,Julia
NA,NA,0.187535475,6.47E-05,0.060775206,NA,NA,AB,10,Julia
NA,NA,0.182918872,6.26E-05,0.062768689,NA,NA,AB,10,Julia
NA,NA,0.187515308,6.44E-05,0.060980501,NA,NA,AB,10,Julia
NA,NA,0.182993591,6.23E-05,0.063015699,NA,NA,AB,10,Julia
NA,NA,0.190764345,6.58E-05,0.062399848,NA,NA,AB,10,Julia
NA,NA,0.18610314,6.37E-05,0.064449949,NA,NA,AB,10,Julia
NA,NA,0.187405611,6.45E-05,0.060236084,NA,NA,AB,10,Julia
NA,NA,0.182763542,6.24E-05,0.062244935,NA,NA,AB,10,Julia
NA,NA,0.194394646,7.22E-05,0.061751251,NA,NA,AB,10,Julia
NA,NA,0.190033504,7.04E-05,0.063779031,NA,NA,AB,10,Julia
NA,NA,0.189334491,6.49E-05,0.062875789,NA,NA,AB,10,Julia
NA,NA,0.184706245,6.27E-05,0.064942973,NA,NA,AB,10,Julia
NA,NA,0.188280739,6.47E-05,0.060779415,NA,NA,AB,10,Julia
NA,NA,0.183903319,6.27E-05,0.062735847,NA,NA,AB,10,Julia
NA,NA,0.186270689,6.44E-05,0.063411746,NA,NA,AB,10,Julia
NA,NA,0.1816996,6.23E-05,0.065534021,NA,NA,AB,10,Julia
NA,NA,0.18918751,6.53E-05,0.061193927,NA,NA,AB,10,Julia
NA,NA,0.185031423,6.34E-05,0.063203803,NA,NA,AB,10,Julia
NA,NA,0.190361574,6.66E-05,0.061712125,NA,NA,AB,10,Julia
NA,NA,0.185863921,6.46E-05,0.063737622,NA,NA,AB,10,Julia
NA,NA,0.18922518,6.52E-05,0.065053356,NA,NA,AB,10,Julia
NA,NA,0.184632105,6.31E-05,0.067198055,NA,NA,AB,10,Julia
NA,NA,0.188231657,6.48E-05,0.061585418,NA,NA,AB,10,Julia
NA,NA,0.18372958,6.27E-05,0.063606467,NA,NA,AB,10,Julia
NA,NA,0.18863664,6.50E-05,0.061947362,NA,NA,AB,10,Julia
NA,NA,0.183752205,6.28E-05,0.063909956,NA,NA,AB,10,Julia
NA,NA,0.18751516,6.41E-05,0.06463845,NA,NA,AB,10,Julia
NA,NA,0.182951272,6.20E-05,0.066768672,NA,NA,AB,10,Julia
NA,NA,0.190597978,6.54E-05,0.060785014,NA,NA,AB,10,Julia
NA,NA,0.186067224,6.33E-05,0.062777528,NA,NA,AB,10,Julia
NA,NA,0.187449274,6.46E-05,0.060776423,NA,NA,AB,10,Julia
NA,NA,0.183042799,6.26E-05,0.062768425,NA,NA,AB,10,Julia
1.147611556,0.000344462,1.150415667,0.000474219,NA,MC,NA,NA,10,Python
1.147611556,0.000344462,1.150415667,0.000474219,NA,MC,NA,NA,10,Python
0.894483353,0.000339313,1.1899125,0.000431804,NA,MC,NA,NA,10,Python
0.894483353,0.000339313,1.1899125,0.000431804,NA,MC,NA,NA,10,Python
1.153692739,0.000424339,1.946534502,0.00057339,NA,MC,NA,NA,10,Python
1.153692739,0.000424339,1.946534502,0.00057339,NA,PMC,NA,NA,10,Python
1.433224601,0.000503686,1.499817048,0.000625444,NA,MC,NA,NA,10,Python
1.433224601,0.000503686,1.499817048,0.000625444,NA,MC,NA,NA,10,Python
1.111345027,0.000507531,2.251029664,0.000678333,NA,MC,NA,NA,10,Python
1.111345027,0.000507531,2.251029664,0.000678333,NA,MC,NA,NA,10,Python
1.534491869,0.000475638,1.814136916,0.000580022,NA,MC,NA,NA,10,Python
1.534491869,0.000475638,1.814136916,0.000580022,NA,PMC,NA,NA,10,Python
1.674726605,0.000682087,2.02158715,0.000870161,NA,MC,NA,NA,10,Python
1.674726605,0.000682087,2.02158715,0.000870161,NA,MC,NA,NA,10,Python
